Date,price,market_caps,total_volumes
2018-09-10,54.78760162031557,3198852903.6624904,437805400.50915796
2018-09-11,54.30349828358563,3158663316.7963357,431900981.62527037
2018-09-12,51.73932424571115,3012955036.255039,463092569.7882643
2018-09-13,51.78280103815827,3017268877.463585,483936824.35885465
2018-09-14,54.570767626819254,3182387144.515847,548966683.3652854
2018-09-15,56.62711647707097,3304582556.7809815,495097526.5258177
2018-09-16,56.70904368337579,3306593261.5189233,455006563.22758794
2018-09-17,56.82796365233116,3314347848.2965856,431205701.569357
2018-09-18,52.24179094005507,3047433607.0943413,483309754.84044635
2018-09-19,54.21421559464914,3164886868.3946176,482645992.8679398
2018-09-20,54.194748025225294,3163067326.664557,460461036.9511567
2018-09-21,56.53424637987206,3300458353.835351,541204625.3872678
2018-09-22,60.81121246596782,3551062014.3061113,534295541.131496
2018-09-23,60.83230423824449,3552991338.2620926,437629621.7428903
2018-09-24,61.57470620174388,3602263933.428002,517589598.7445521
2018-09-25,57.97125569760776,3388179639.487472,517127127.8019551
2018-09-26,57.76468074036215,3376586879.3101344,535049758.6129855
2018-09-27,57.337685316849175,3355082130.272849,404545784.35771096
2018-09-28,63.30999919595229,3702839748.074512,677225362.0317731
2018-09-29,61.98121172378998,3626278444.9249554,565375463.3865273
2018-09-30,61.58886905716184,3603527223.169765,436432030.6795655
2018-10-01,61.19997260259926,3581759149.075892,516221192.16451275
2018-10-02,60.38502542246787,3539297139.147877,520776756.7692571
2018-10-03,59.61992822783181,3489986459.150772,489810107.2464159
2018-10-04,57.55550598751382,3370866267.523722,552562394.6879385
2018-10-05,58.3177618866557,3416286689.7320404,446373730.2900429
2018-10-06,58.86675542194945,3448908003.345281,455632863.3463459
2018-10-07,57.94556305989174,3395757247.5091057,452266028.6427306
2018-10-08,58.290063880186906,3417527991.889804,520505167.8555957
2018-10-09,59.5897158305285,3494410645.6550217,461139351.4412546
2018-10-10,58.84129805158942,3450552127.693417,420076506.79911256
2018-10-11,58.0262045876783,3402531028.1291113,445664918.55440044
2018-10-12,51.30214861379764,3015319111.467792,541788697.0234387
2018-10-13,53.73520928870977,3154359853.0394826,414080831.9821126
2018-10-14,53.93122557989772,3166305906.212773,367390074.14095944
2018-10-15,52.48165901736143,3084900020.9541044,383861468.4201581
2018-10-16,55.67753950894572,3265591077.268181,791981791.004
2018-10-17,54.94816672560304,3228179679.319973,437782992.1463656
2018-10-18,54.766109860188244,3218216366.655765,499764812.19673306
2018-10-19,52.83990687227903,3105588734.8380256,615535180.0633364
2018-10-20,53.41453401828318,3139974322.0681314,530493040.7867917
2018-10-21,53.92745423008259,3170685265.6135063,542218818.4700993
2018-10-22,53.247422881130355,3133944110.2441483,550958694.8414856
2018-10-23,52.70468585668032,3101800944.040722,500471051.3151233
2018-10-24,52.713733422147214,3102443154.122801,530751962.7410253
2018-10-25,52.53136810013208,3092383230.7800646,487208379.9656199
2018-10-26,52.28584394800064,3079362497.6401024,571307173.5822799
2018-10-27,52.21902611068149,3075470092.805141,594834991.7933757
2018-10-28,51.9181403976021,3058454834.7808814,562394894.7170548
2018-10-29,51.924272534508155,3058894149.9227867,502346940.144167
2018-10-30,48.83848139041733,2878069798.15499,688230920.9360005
2018-10-31,49.16100683161013,2898278666.3181877,523601286.43040526
2018-11-01,49.85599624524341,2938794339.8837705,492670260.4139956
2018-11-02,50.393596454481255,2977263358.074986,601590416.7525249
2018-11-03,51.73503650248577,3052262866.102281,518696063.19046414
2018-11-04,51.03496098033396,3011541485.171556,527673584.412397
2018-11-05,53.32737077033311,3148050343.1508756,699865994.5231559
2018-11-06,53.40720748184259,3153117368.265951,711935200.7676383
2018-11-07,55.82876120478928,3292239428.0334134,625827602.3819408
2018-11-08,54.249268109399864,3201707834.990655,650212823.7607245
2018-11-09,52.67812212467948,3117528281.3628078,624625160.022215
2018-11-10,52.18620849086484,3085979790.849838,690263232.7215909
2018-11-11,52.375866958033924,3087234151.381838,734606783.5276831
2018-11-12,51.62525327988677,3051982402.830408,524685649.1654469
2018-11-13,50.9523619029826,3012908091.767149,509584527.19673944
2018-11-14,50.05774061981147,2961011453.4554763,503989638.86463845
2018-11-15,44.16088392534081,2612621403.475242,795302063.3085126
2018-11-16,44.35749399825322,2624848637.5025663,767632286.3736614
2018-11-17,42.56261053238815,2514782747.0467005,494301831.6963153
2018-11-18,42.20476584865937,2499180225.173589,422802189.58850485
2018-11-19,42.37473600550325,2510499698.0529327,426092578.53627455
2018-11-20,36.96719189210485,2194681299.4935994,1057905126.0323329
2018-11-21,33.18095466479301,1953412001.568037,761410918.0591633
2018-11-22,34.84013071990444,2065588971.9068475,604714271.2055383
2018-11-23,31.98518067862128,1912804668.234597,516602821.5732804
2018-11-24,32.46366568169593,1924202016.9400623,551551362.3653369
2018-11-25,29.473298484443344,1747651675.685338,485813329.5355165
2018-11-26,31.30971062951655,1858237335.710228,715038515.4327507
2018-11-27,29.898704360063864,1774474186.434609,623467618.5426034
2018-11-28,31.361452843819063,1863461620.3707569,581089531.7738943
2018-11-29,34.70173011641105,2057701932.3877754,721420913.8358186
2018-11-30,33.836247002526875,2007038971.122029,581645151.0820297
2018-12-01,32.01189401589973,1898766149.9304128,487216769.16006386
2018-12-02,34.20941109446745,2033038966.7812326,533294124.9975439
2018-12-03,33.55967966323352,1994569789.9268873,513867292.68472934
2018-12-04,30.945797182385565,1839101494.8175333,516325746.472914
2018-12-05,31.040761380493855,1844523123.4430337,461999612.85808635
2018-12-06,29.16000879608354,1733528653.0768936,454473707.18515724
2018-12-07,26.555391302743967,1579053589.2759218,512567666.1193452
2018-12-08,25.057364023857065,1490307201.8573298,760590763.4907814
2018-12-09,24.37938676631775,1449332060.070144,686015479.6449026
2018-12-10,25.500615802368984,1517229016.1756883,605040459.0332758
2018-12-11,24.160731936441664,1439800571.1045132,452371171.8014401
2018-12-12,23.431350038313962,1394853440.1051037,408239752.723821
2018-12-13,24.146039001408628,1435806331.747973,408794595.34106016
2018-12-14,23.064887749838604,1374538072.3655791,302159073.9249751
2018-12-15,23.362086285109367,1389945729.685053,362004335.85478973
2018-12-16,23.642851403208038,1408577554.9549782,341279502.5483198
2018-12-17,25.386423183282922,1517377054.6611998,536264143.7415777
2018-12-18,28.994510897098866,1729226360.2175348,738263812.932905
2018-12-19,29.88097767347811,1780977682.9938257,522627428.26687145
2018-12-20,29.087506045193308,1734782145.682014,546989943.094664
2018-12-21,32.17416718851974,1913727269.752898,756914960.0797297
2018-12-22,30.325673819736995,1810094958.984589,529467251.07414746
2018-12-23,31.325329211763975,1865922292.7458782,453537448.07316756
2018-12-24,33.06947142792828,1974253969.3472793,564960327.5590379
2018-12-25,32.92424136626696,1991398407.091002,649167412.8899341
2018-12-26,30.438149719499282,1818094629.1856394,569898806.1916674
2018-12-27,30.300741891982117,1809473131.6582727,534585526.43683916
2018-12-28,27.66536951178578,1657041394.7720058,455901604.46560705
2018-12-29,31.631663758753383,1888571086.1187623,527922575.3688182
2018-12-30,31.429815055827913,1899287084.2629094,500126691.4998886
2018-12-31,31.32211001430071,1871653982.5939307,459167552.62759805
2019-01-01,29.86045710529466,1786066932.7199204,388852429.01818883
2019-01-02,31.424784372634925,1881104866.7810907,465237876.8488459
2019-01-03,32.99077514353092,1976157605.3841653,473994857.8800036
2019-01-04,31.4427585465869,1882205079.3440168,377231285.42856944
2019-01-05,31.950440199550382,1910747435.5214384,440635889.96699786
2019-01-06,34.31080612524973,2051821126.939347,709750531.8403705
2019-01-07,38.522385483480754,2307575892.8622446,1023016869.0482887
2019-01-08,37.46959230146271,2245232405.2944818,835236065.3976334
2019-01-09,38.945026209346885,2334756964.3189545,815282666.4003531
2019-01-10,38.48154615582509,2310594500.437043,608108989.8571633
2019-01-11,33.2591045598888,1996446370.8895352,757303105.833942
2019-01-12,31.605602117615057,1891592623.5868297,571309443.2987967
2019-01-13,31.799411546875838,1908068971.5501068,393141691.6829742
2019-01-14,29.6464825452393,1778046097.7883253,499281524.01884854
2019-01-15,31.744528225743903,1908979231.600091,562737057.7518421
2019-01-16,30.851094017836648,1853454693.1427057,514183004.657007
2019-01-17,31.39381775879312,1885150175.08049,493907069.895123
2019-01-18,31.432062198443145,1887944820.258272,570099751.8867725
2019-01-19,30.76647333364199,1848213587.695275,451607702.4112822
2019-01-20,32.07146948733737,1927299685.1736026,481757795.2363213
2019-01-21,30.607873933841375,1840215499.6934283,527794461.3285811
2019-01-22,30.88171922964465,1856181735.2284088,492243414.5123409
2019-01-23,31.428248403017808,1889985650.6435437,587042034.7829312
2019-01-24,31.681310499903706,1905676769.3577325,536797587.3949972
2019-01-25,32.494779493720145,1955071159.599133,537973834.3464354
2019-01-26,32.681208867997,1965485444.246999,626331121.6008322
2019-01-27,32.884245346016115,1979499215.8165603,654274481.8048247
2019-01-28,32.32700019298897,1949289898.7684214,598092946.1699609
2019-01-29,30.932274603231345,1862848672.4224722,623166702.9525105
2019-01-30,30.83437963982086,1857853281.4183056,600873010.4290403
2019-01-31,31.778905333992693,1915782552.4220924,635822290.7229637
2019-02-01,31.333713873584678,1889887501.2565339,573161631.4919705
2019-02-02,32.83494862124658,1980404964.2817733,825668586.9618798
2019-02-03,33.77245736051733,2018059788.6892412,643487838.256739
2019-02-04,33.52757429095338,2022787884.2200608,832977671.5068258
2019-02-05,34.128248980911316,2058779141.4143443,739988766.5504682
2019-02-06,34.30563555393899,2071023920.022017,651566103.9902374
2019-02-07,32.867493947578176,1983687272.1723719,742608223.2239501
2019-02-08,33.15681381247077,2001629679.4786763,671417842.9611129
2019-02-09,43.086450091914884,2573358550.4048934,1924212462.6131527
2019-02-10,44.74502708459386,2702465390.7103667,1558915786.5132985
2019-02-11,46.79436537450063,2826938850.704814,1498459984.6934013
2019-02-12,42.92494655551792,2593822516.433002,1288370286.1642218
2019-02-13,44.08551818089902,2668109093.825946,1073431816.3164485
2019-02-14,41.63499450038653,2513557552.825502,1024297168.8071247
2019-02-15,41.38353976243018,2505929202.04432,939312113.7278279
2019-02-16,42.44203342406513,2566035200.4972386,1076680990.5067089
2019-02-17,43.52824643015089,2633474134.0676723,1030700365.9298471
2019-02-18,43.825523484049796,2653809865.9320016,1040020391.1754652
2019-02-19,47.65126137741591,2884329649.118438,1517712925.9512029
2019-02-20,47.315588461303285,2864727024.2493443,1250834083.226354
2019-02-21,51.54260189028718,3121401274.418479,1584532760.8464906
2019-02-22,48.78090255685596,2954884258.553372,1229268188.948345
2019-02-23,49.42301635491416,2994486802.0377235,1119864548.5548675
2019-02-24,51.32803960857446,3110697934.1572638,1248672482.0075052
2019-02-25,43.9458575515582,2684239035.0534463,1646271545.4270165
2019-02-26,45.43418279346875,2754820414.147575,1150891150.897132
2019-02-27,44.81267601809388,2717809772.851578,1032375499.783446
2019-02-28,45.08466227127825,2741902184.1583962,959934575.117027
2019-03-01,45.75818202163637,2776443425.2892294,1107298915.731266
2019-03-02,47.19205563496668,2871295566.090625,1005597837.8155407
2019-03-03,48.4587770926163,2941712426.60124,1073238698.1540277
2019-03-04,47.83200585279676,2902549337.4374366,1058716072.4112544
2019-03-05,45.73922459478695,2778021500.930084,1206523528.1542726
2019-03-06,52.53040022675808,3190906494.3753004,2330316052.423723
2019-03-07,55.4372168703279,3373023085.037503,2193817843.130323
2019-03-08,56.72236455345158,3448213480.2372155,2619747361.492534
2019-03-09,55.61576293958219,3385176520.895694,2021451951.0042586
2019-03-10,57.64245534763525,3504767398.244736,2265504426.0332794
2019-03-11,56.827735126747136,3456658068.6857176,1838176442.5724285
2019-03-12,54.805712521545686,3336937517.555072,1629449053.3836854
2019-03-13,56.55468767502928,3440449573.4472594,1648058246.3128192
2019-03-14,55.366790073731124,3371962807.9732027,1530815502.0245721
2019-03-15,55.90094703882981,3402087965.673478,1794055457.2595582
2019-03-16,58.480581797163325,3558479624.289665,2003002787.4453492
2019-03-17,61.19853602996477,3727696860.4643307,2190920528.681418
2019-03-18,60.477240892506366,3684717205.785776,1622789914.013782
2019-03-19,59.24226598774102,3611404517.8773136,1868131658.069345
2019-03-20,59.42554997626082,3620718038.751114,1855387312.4337149
2019-03-21,60.283074139388965,3675806639.773616,1978823764.7343483
2019-03-22,58.663993987815935,3577667048.61081,1696149037.1919734
2019-03-23,59.26735262043032,3619593846.2872214,1714397231.8422291
2019-03-24,60.91959691517127,3717083473.353653,1998143900.0316095
2019-03-25,59.79457226906968,3652089784.41949,2184116846.758784
2019-03-26,58.97261148044742,3605244362.3185945,2076478181.3227775
2019-03-27,58.58375793994187,3577282707.181016,1994421449.7467792
2019-03-28,61.46967910791568,3759056869.905752,2373176486.583705
2019-03-29,60.5086026344057,3696440370.195734,1854899666.6726115
2019-03-30,61.39798314491036,3748941376.1172037,1972114085.6162717
2019-03-31,60.41276217099159,3692512117.2834897,1595426255.8637967
2019-04-01,60.51794728823778,3699609522.876328,1754537891.4361374
2019-04-02,60.48136651020627,3698159936.66806,2126139982.7325687
2019-04-03,77.00782950070702,4735175862.477012,4290044375.1235085
2019-04-04,84.77991312512346,5237645797.68765,6126123697.387988
2019-04-05,84.68843263509658,5196657081.441135,4059158468.935144
2019-04-06,88.3169774012885,5400339143.967929,3466203996.858095
2019-04-07,92.40964391738089,5651803564.71291,3952185141.350369
2019-04-08,91.66016468606908,5611837949.302863,3064840911.030907
2019-04-09,88.95639807132419,5445432001.874108,3201257320.038252
2019-04-10,86.1417982005569,5286221358.540671,2799620292.4633865
2019-04-11,88.29742062471495,5410998773.638332,3107093025.5850415
2019-04-12,79.32923549187599,4872844185.42068,3460277996.1377993
2019-04-13,78.96172106779404,4843820683.305964,3391956445.575165
2019-04-14,78.05600050513047,4784333326.981138,2736423002.5719175
2019-04-15,83.10697356339175,5081801745.6728115,2634473375.208036
2019-04-16,78.40554723309033,4815733319.216085,2934689178.385828
2019-04-17,80.89571310035201,4960828223.698475,2142293835.4107847
2019-04-18,79.03054802091384,4855095151.90508,2187834291.25213
2019-04-19,81.95181210656543,5033824618.070715,2747706293.63363
2019-04-20,82.35504647407305,5056862615.771257,2817483632.896511
2019-04-21,81.43319474635827,5001129393.808615,2530480652.6689568
2019-04-22,77.11774366548224,4738100841.067843,3165166263.235757
2019-04-23,76.71712116890566,4716071640.461813,2869268241.4310136
2019-04-24,74.71734420038253,4586811084.5712805,2925236685.482757
2019-04-25,73.19304655592038,4495727724.665604,3489736670.145903
2019-04-26,71.5965131590153,4394392105.198282,2975232689.8076563
2019-04-27,73.27659471554352,4534018799.999193,3246322525.6258345
2019-04-28,71.89170444268132,4423330043.761392,1836591368.6642592
2019-04-29,69.31300747909283,4265635642.100771,2471784076.92526
2019-04-30,67.17771708642259,4133113828.387978,2317648462.6048994
2019-05-01,73.72560204520781,4536380340.336982,3241520316.4214244
2019-05-02,73.12887276265558,4497201610.116219,3008838689.494737
2019-05-03,73.15727704829078,4507593060.459386,2883664772.223897
2019-05-04,78.66627544523708,4846509606.663127,3617636851.383559
2019-05-05,77.54112812343494,4781175464.921134,3630523572.5277615
2019-05-06,75.55518321212672,4659014142.012633,2799282660.1717396
2019-05-07,74.64312621078929,4602389364.520868,3192221141.852416
2019-05-08,74.21684693649748,4575692969.903396,3272757952.206973
2019-05-09,74.12328214958379,4569421133.9060755,2818913680.768947
2019-05-10,73.94666112046016,4567492895.987282,2885772293.999368
2019-05-11,77.00621829806278,4745056289.250886,3502341932.1755404
2019-05-12,90.56300854804594,5727192429.384055,6785448309.644821
2019-05-13,84.46695561794898,5207608546.690098,6314155363.812181
2019-05-14,87.62886946979859,5407127229.911226,5030830734.764606
2019-05-15,91.30490119849611,5653444133.076865,5855228372.022854
2019-05-16,102.78026559213367,6349818514.922049,5720376308.187478
2019-05-17,95.56479156545804,5894281800.655532,7384362599.098629
2019-05-18,89.67761664434867,5548712327.428709,5523504208.026042
2019-05-19,87.15399364316427,5390161510.231406,3850824546.878353
2019-05-20,95.36000074497994,5909809874.362911,5224470112.300343
2019-05-21,91.39810380794313,5652927219.75873,4069379689.5001626
2019-05-22,91.37524183235016,5658312828.363383,3735104325.0332394
2019-05-23,88.21450391055005,5460385976.639675,3537957321.6289196
2019-05-24,88.83902013693573,5512359544.716504,3691120785.989397
2019-05-25,100.23668008063578,6207734913.988145,6176516509.029767
2019-05-26,102.44319381575697,6338612525.248335,5904289575.6545925
2019-05-27,111.3320966080296,6896584840.3798,6095150409.658498
2019-05-28,118.62361225773279,7377385536.226366,7592238398.229151
2019-05-29,114.59108218792336,7101437153.289322,4877236650.050685
2019-05-30,114.8635104309215,7110675528.050249,4856815117.345882
2019-05-31,108.5564343493357,6722102524.112536,5678730275.586434
2019-06-01,114.67882141775863,7111085132.698092,4955174985.01514
2019-06-02,112.40478035988276,6969410616.926053,4565895209.948382
2019-06-03,114.76391857866058,7122921372.967449,4278356608.2216744
2019-06-04,106.79852425612692,6622513054.002772,4115484343.6775236
2019-06-05,101.86340900251673,6303308372.571667,4680762108.218538
2019-06-06,104.11001466618721,6458016336.069224,4039317110.6181436
2019-06-07,112.07091958029916,6966884021.838202,4162484971.3105197
2019-06-08,118.25868858437113,7363782682.239242,5379113785.221562
2019-06-09,118.6948394666789,7376393578.272552,4795308053.6681385
2019-06-10,115.11493543656044,7148529374.608539,4395887366.078161
2019-06-11,129.75079817603756,8043166855.475844,6084489614.376516
2019-06-12,135.8865027335127,8449820403.284209,6007539297.054504
2019-06-13,134.7032168465242,8355572151.065706,6229664880.603744
2019-06-14,131.15347272119587,8157896757.904061,5119765922.609904
2019-06-15,132.09764512248688,8233268204.231973,4955175385.5437155
2019-06-16,137.67733610703365,8569206112.50246,4847718036.566606
2019-06-17,136.64663118539352,8532388387.92241,4866490225.758411
2019-06-18,133.9626898489453,8346180239.006554,4245137132.5190372
2019-06-19,135.74816461373425,8457404254.9308815,4739038501.898743
2019-06-20,136.5322781226378,8493411992.156974,5231170785.344614
2019-06-21,135.80290167434305,8468197398.4707155,4433680320.526082
2019-06-22,138.61947794457117,8639536667.622364,5118152377.385691
2019-06-23,141.82264047557197,8842055698.191433,6469626473.662427
2019-06-24,137.13613331868072,8555970057.38142,4621301531.138617
2019-06-25,135.85685014427477,8471753632.672371,4536663332.103164
2019-06-26,136.41166057096697,8486012208.789715,5203003986.42725
2019-06-27,131.58024224692923,8235782514.49842,6671202463.207191
2019-06-28,115.14830452937629,7228421259.342606,6892763677.850476
2019-06-29,119.63980586588153,7470796127.9671135,5585164742.220899
2019-06-30,133.95621031927172,8378881189.989049,6927712759.13671
2019-07-01,122.56684305690813,7624136052.740029,6518524940.364725
2019-07-02,123.17045878650231,7689460745.398057,5950238374.8517275
2019-07-03,118.23958566072487,7371293845.530923,5394392706.783507
2019-07-04,121.77796248794202,7602388116.290505,4984868026.245761
2019-07-05,120.38342606298455,7516608516.4691,4969335761.2350855
2019-07-06,118.48818581293699,7405601753.833105,4497505048.182784
2019-07-07,118.66564797692163,7427280769.493157,3846627212.6789875
2019-07-08,119.89957878761247,7482914954.061211,3507943036.9948044
2019-07-09,123.19058229837785,7703960525.433525,4585954747.018865
2019-07-10,119.18566680946546,7449471741.729066,4678510431.469683
2019-07-11,108.48781517181128,6784525322.785103,5610935949.236532
2019-07-12,102.28559331765346,6387392580.081841,5528066517.840636
2019-07-13,105.22571914951757,6581391030.661965,3971435483.3031397
2019-07-14,101.36570935465674,6334530260.52375,3754110835.0444937
2019-07-15,89.43528430580956,5590909888.118659,4317468211.254751
2019-07-16,90.89757367099993,5697715522.675685,3991747203.678433
2019-07-17,80.00788650754522,5020018291.47606,4039029622.3985376
2019-07-18,89.78860118991061,5631083951.946994,4873538936.859651
2019-07-19,101.25267252544184,6417532568.125338,5551382478.996295
2019-07-20,98.3777357768543,6160948594.399413,4003376482.4703493
2019-07-21,100.61560456514715,6288539932.901277,3813735249.2733803
2019-07-22,99.93735040299734,6284290881.782155,3657272804.8833117
2019-07-23,95.230437157221,5980929714.198315,3077208159.3253984
2019-07-24,90.8592543910019,5701311225.3940735,3089066990.753647
2019-07-25,94.6796545067439,5958518786.522814,3916091298.7953763
2019-07-26,93.28917512702175,5865631681.481752,3224118406.2072434
2019-07-27,94.32023034457589,5924977373.618379,2732747584.551341
2019-07-28,88.38895614196086,5553155273.6739645,3113063216.1134486
2019-07-29,90.09950922100163,5673782531.887728,3011274076.049202
2019-07-30,90.14972347690902,5668645563.63782,3138753048.7237773
2019-07-31,90.16601054534512,5671219029.61663,2847164479.895797
2019-08-01,98.92354697864526,6220195734.015525,3473296190.088316
2019-08-02,98.65042053309989,6206408394.721513,3309959035.389793
2019-08-03,94.85673656505452,5972279503.138756,3176258586.66285
2019-08-04,94.01015443294511,5915187458.998335,3253089006.426312
2019-08-05,92.95454564546877,5850597772.628011,3101629900.045148
2019-08-06,96.09140932613722,6048990750.293675,4684187611.882509
2019-08-07,93.47773965446206,5862623011.616675,3856139294.099019
2019-08-08,90.80173095223189,5718781159.026081,3819184577.4561787
2019-08-09,90.44901912828226,5693852166.462957,3734347253.3470106
2019-08-10,84.3164403726727,5311280924.352878,3570275028.5332923
2019-08-11,85.50708285906626,5392645915.390712,3594621345.258506
2019-08-12,90.04694604019284,5662782562.073443,3722570269.3614693
2019-08-13,85.6970974634955,5397410029.47329,3115206973.440403
2019-08-14,84.75144729867989,5344000402.837874,3050352960.4527073
2019-08-15,75.49270160157369,4752088694.11295,3596556068.2890744
2019-08-16,76.33490307845815,4810925277.664582,4212152728.603732
2019-08-17,74.6711130896175,4708122386.507186,3440752670.3807707
2019-08-18,72.76385917557374,4587869171.629596,2743641152.326919
2019-08-19,76.28570176240197,4809379454.332901,2641844351.877508
2019-08-20,77.21153040243497,4872521839.318651,2773105464.2513156
2019-08-21,74.95721979691992,4727402063.171124,2502518004.7405725
2019-08-22,73.19850689343886,4609132551.521415,2640156549.5895004
2019-08-23,73.64105831797954,4646007168.580178,2591144231.5337267
2019-08-24,75.42867084599548,4762677901.932792,2555536813.7091913
2019-08-25,73.16256562782908,4622150770.297833,2263913244.283549
2019-08-26,72.28716978058533,4562469731.1923895,2340871846.0711937
2019-08-27,73.57420484059197,4644031326.856723,2874109242.6999464
2019-08-28,72.68133748766465,4588186517.5467,2568431551.1653957
2019-08-29,66.82695258643732,4218301250.7360897,3048158912.6303887
2019-08-30,63.69241401241123,4022507944.6848035,2922973600.2465515
2019-08-31,64.31543649626597,4061467700.724529,2618684161.078491
2019-09-01,64.3344200139039,4060570098.643615,2700765104.206682
2019-09-02,66.14788889990668,4177834249.9796133,2148678761.750623
2019-09-03,66.88954731929115,4221973091.030078,2421393657.5079136
2019-09-04,69.22122014839303,4375179179.209779,3041954957.391358
2019-09-05,67.03629153995453,4235067217.828058,2616311564.957448
2019-09-06,65.30104958286856,4126451647.9188075,2418776180.3264623
2019-09-07,65.11059718164113,4115749109.519369,2844608015.1283703
2019-09-08,68.69351181259222,4341810268.672753,2887691012.6826897
2019-09-09,70.51511444414643,4457441370.613462,2791893177.38771
2019-09-10,70.14403589102052,4434775005.344234,2887901382.8941026
2019-09-11,70.77176538229101,4470146664.232962,3043673269.776488
2019-09-12,69.64840645666098,4402262636.15821,2730009074.362946
2019-09-13,69.21893199047514,4377293228.9073105,2324892645.0102735
2019-09-14,68.9604548863052,4362517453.351803,2360670037.9695277
2019-09-15,70.59657070159929,4466785782.717142,2410066743.857679
2019-09-16,70.10515776445777,4435040484.950177,2299685252.593351
2019-09-17,72.67471078351373,4585228221.635129,2745135590.5798154
2019-09-18,74.3480395363889,4708213975.534909,3236522765.46862
