delegated,minted,activated,active_staking,staking,liquid,circulating,active_delegated,delegated,total,frozen,inactive_staking,inactive_delegated
446502425.648944,31269020.876789,655999765.355713,560241537.956251,564942587.014029,628399976.384892,687161434.407141,444076029.544246,446502425.648944,795480267.064128,58761458.022249,4701049.057778,2426396.104698
446729630.277235,31380053.210101,656153702.142991,560427389.40993,565127788.479139,624976207.021414,687426366.262731,444303259.707326,446729630.277235,795591262.13244,62450159.241317,4700399.069209,2426370.569909
446761343.143839,31490820.210101,656325648.575411,560351924.377544,565413135.391822,632258185.980859,687709033.435151,444317797.452656,446761343.143839,795701982.87244,55450847.454292,5061211.014278,2443545.691183
447563532.6706,31600858.210059,656490253.028552,561007704.898269,566066268.689127,628871377.729872,687983631.17025,445120139.980837,447563532.6706,795811976.154398,59112253.440378,5058563.790858,2443392.689763
447670701.412284,31709208.876663,656793831.173377,562530514.00439,566077029.148286,625667311.775693,688395506.268679,446158863.331289,447670701.412284,795920273.108002,62728194.492986,3546515.143896,1511838.080995
448105954.105371,31821517.209975,657319545.201368,562673252.610598,566268880.144042,633261611.8227,689033438.472982,446526866.616387,448105954.105371,796032491.284314,55771826.650282,3595627.533444,1579087.488984
447942572.914708,31933599.543287,658014021.041687,562814522.446732,566388078.926564,630352745.517557,689839928.027613,446348783.622338,447942572.914708,796144504.998626,59487182.510056,3573556.479832,1593789.29237
448389939.124109,32045674.543287,658365876.300991,563047797.784778,566614345.25519,627100951.071666,690303797.377917,446803158.838159,448389939.124109,796256519.089626,63202846.306251,3566547.470412,1586780.28595
448791508.220293,32156691.501599,658514830.634431,563957087.160496,567261301.230276,634351067.338384,690563717.269669,447239643.51243,448791508.220293,796367484.647938,56212649.931285,3304214.06978,1551864.707863
449549112.565395,32268914.834911,658693354.639401,564821103.629575,568010612.231266,630921207.144237,690854405.240951,448107931.914652,449549112.565395,796479648.61425,59933198.096714,3189508.601691,1441180.650743
448994376.991983,32381940.834911,658979340.81111,564344429.552823,567516713.469986,627577118.130713,691253364.98466,447569891.561096,448994376.991983,796592622.18625,63676246.853947,3172283.917163,1424485.430887
449301755.618564,32489720.376535,659237147.864932,564843400.921228,568056490.474644,635032662.740456,691618844.467412,447847033.519336,449301755.618564,796700294.61518,56586181.726956,3213089.553416,1454722.099228
449905896.162751,32600029.709847,659371188.890428,565282030.554511,568492381.616568,631606904.594011,691863144.19722,448453512.522042,449905896.162751,796810553.319492,60256239.603209,3210351.062057,1452383.640709
450090937.900492,32709987.709785,659437721.790215,565435838.493514,568645519.29673,628125677.90378,692039591.920945,448638623.742623,450090937.900492,796920468.14343,63913914.017165,3209680.803216,1452314.157869
450195271.317589,32820041.334785,659629179.26767,565831237.360046,569048140.96676,635452037.537796,692341049.7584,448747758.627827,450195271.317589,797030468.50343,56889012.220604,3216903.606714,1447512.689762
450509426.949037,32928674.668077,659828353.870931,566334489.883454,569576393.990168,632138022.709144,692648825.055953,449036913.759275,450509426.949037,797139069.197722,60510802.346809,3241904.106714,1472513.189762
450834246.467717,33035236.334703,659946393.504966,566667439.037031,569908121.601765,628796572.559172,692873395.773614,449362954.557955,450834246.467717,797245600.281348,64076823.214442,3240682.564734,1471291.909762
451009030.216768,33143295.001331,660143456.122289,567466868.196079,570706592.215501,636213544.651197,693178419.704602,449537737.953276,451009030.216768,797353561.595013,56964875.053405,3239724.019422,1471292.263492
450801628.441395,33251293.001271,660347719.839594,567180214.078386,570465221.852228,632921110.110719,693490630.535847,449282326.136483,450801628.441395,797461508.708953,60569520.425128,3285007.773842,1519302.304912
451298083.17554,33355849.334585,660398862.388099,567798636.070949,570864037.099342,629568113.179596,693646290.062666,449998385.996417,451298083.17554,797566025.687267,64078176.88307,3065401.028393,1299697.179123
451499618.154916,33447913.959385,660979860.660882,568245484.013499,571331873.767343,637819157.707458,694319324.176249,450195561.496915,451499618.154916,797658061.528067,56500166.468791,3086389.753844,1304056.658001
449704170.539377,33550884.750989,661163871.970546,566427647.882711,569461349.325874,634641467.477148,694606273.895517,448404473.014868,449704170.539377,797760999.937671,59964806.418369,3033701.443163,1299697.524509
450461845.561222,33657796.750957,661267547.929669,567047270.375782,570020971.695325,631280720.734987,694816826.645608,449222148.160333,450461845.561222,797867876.728639,63536105.910621,2973701.319543,1239697.400889
450663674.694019,33764305.667605,661344167.448874,567268933.267115,570271499.710729,638639801.321112,694999577.340072,449405217.41175,450663674.694019,797974007.903898,56359776.01896,3002566.443614,1258457.282269
450441616.174664,33870816.667593,661538770.561995,567385912.80366,570372886.716764,635377335.63131,695300651.572181,449181660.504065,450441616.174664,798080479.022886,59923315.940871,2986973.913104,1259955.670599
449892974.510456,33978486.000905,661612385.480055,566795821.556033,569780007.192136,631964123.233248,695481897.016553,448633018.839857,449892974.510456,798188109.549198,63517773.783305,2984185.636103,1259955.670599
450683240.680462,34086060.375905,661806875.016357,567888478.147654,570872005.0521,639438889.441141,695783888.008868,449431396.30343,450683240.680462,798295611.005211,56344998.567727,2983526.904446,1251844.377032
450346079.837842,34194113.709217,663260879.630904,567494940.611231,570476036.027676,637394607.33362,697345906.121727,449095735.971952,450346079.837842,798403624.503523,59951298.788107,2981095.416445,1250343.86589
449909479.647367,34303476.709217,663286345.6672,567075269.813952,570043740.237868,633890814.779278,697480698.331023,448667841.921446,449909479.647367,798512950.676523,63589883.551745,2968470.423916,1241637.725921
449595371.815033,34412671.584217,663358812.548267,566871792.992807,569928949.171352,641147482.053792,697662310.67479,448346408.549429,449595371.815033,798622096.139223,56514828.620998,3057156.178545,1248963.265604
450103847.941352,34522243.250843,663452537.847175,567343606.394535,570400762.57308,637707474.586234,697865573.202324,448854884.675748,450103847.941352,798731633.367849,60158098.61609,3057156.178545,1248963.265604
450141992.146165,34631646.000843,663473551.667161,567641760.262938,570751182.204573,644855841.885336,697995930.745026,448864800.749921,450141992.146165,798840977.090565,53140088.85969,3109421.941635,1277191.396244
450294362.688608,34739643.125843,663558979.089204,567794769.492062,570903189.090029,641444570.797274,698189307.747069,449017243.303784,450294362.688608,798948926.670565,56744736.949795,3108419.597967,1277119.384824
450136834.388559,34845323.459137,663629523.917921,567539321.575076,570648240.724523,638079684.708297,698365497.95708,448859716.450835,450136834.388559,799054572.051859,60285813.248783,3108919.149447,1277117.937724
450438908.385722,34950424.667391,663762386.679186,567732218.564701,570834315.821492,645424343.280616,698603402.236599,449152294.049042,450438908.385722,799159613.570113,53179058.955983,3102097.256791,1286614.33668
450296652.134056,35058259.000703,663811508.48751,567558767.743069,570660862.97844,641981577.945321,698760319.571235,449010038.778796,450296652.134056,799267409.096425,56778741.625914,3102095.235371,1286613.35526
450532161.046803,35166113.334001,663897273.443491,567721388.683801,570825201.297604,638574879.377815,698953894.656514,449245547.691543,450532161.046803,799375219.225723,60379015.278699,3103812.613803,1286613.35526
451125334.840008,35274281.750615,664073465.612304,561109046.577409,571633778.474841,645648413.03836,699238198.377521,445908259.612922,451125334.840008,799483330.777917,53589785.339161,10524731.897432,5217075.227086
451030678.497979,35380838.083927,664873028.67571,561297614.711303,571446892.595226,642987908.829259,700144244.272239,445969818.401033,451030678.497979,799589813.609229,57156335.44298,10149277.883923,5060860.096946
451494030.51227,35487809.417239,665729774.471005,561500146.181682,571614653.916459,640377456.7097,701107865.025846,446484266.213913,451494030.51227,799696688.567541,60730408.316146,10114507.734777,5009764.298357
451764189.58335,35593736.792239,666169845.483799,561899324.29845,571929908.621477,647986769.062207,701653784.19164,446832687.806948,451764189.58335,799802536.720541,53667015.129433,10030584.323027,4931501.776402
451476034.765717,35698653.792123,666353566.360339,562530697.833791,572517126.521639,644759329.801139,701942352.935064,446565560.217174,451476034.765717,799907384.587425,57183023.133925,9986428.687848,4910474.548543
452433963.70683,35803537.125353,666491609.813085,563533929.584503,573507037.781991,641483548.354064,702185222.41004,447524598.291647,452433963.70683,800012210.609655,60701674.055976,9973108.197488,4909365.415183
451636284.797247,35908059.666919,666934731.832852,563124663.951358,573180617.918223,649160425.990751,702732770.700241,446736979.901497,451636284.797247,800116636.880089,53572344.70949,10055953.966865,4899304.89575
451596614.375622,36011880.458553,667122847.735982,563174371.10883,573229122.358812,645964292.1028,703024660.074005,446697308.479872,451596614.375622,800220410.350723,57060367.971205,10054751.249982,4899305.89575
449999229.096667,36117014.458553,667370643.476565,560945497.854721,570883354.806776,642793475.247525,703377546.124588,445099923.200917,449999229.096667,800325500.660723,60584070.877063,9937856.952055,4899305.89575
450402621.349896,36223050.083517,667473711.150249,562384071.101964,571857007.158335,650103865.932482,703586585.944236,445891835.749368,450402621.349896,800431472.806687,53482720.011754,9472936.056371,4510785.600528
450647638.362145,36329071.083433,668130237.000973,562565591.301379,571997107.212434,647326764.824221,704349056.208876,446148612.670755,450647638.362145,800537417.220603,57022291.384655,9431515.911055,4499025.69139
449180481.666231,36435023.750059,668297863.512411,560868106.083811,570313154.389534,644057622.515095,704622545.69394,444672640.940272,449180481.666231,800643280.194229,60564923.178845,9445048.305723,4507840.725959
449252792.990586,36541407.499997,668515380.303375,561343472.657467,570815901.28575,651433566.406556,704946311.618942,444761443.992916,449252792.990586,800749529.328267,53512745.212386,9472428.628283,4491348.99767
449514126.12403,36645361.599977,668630676.642364,560643372.478708,570117391.788381,648171395.533567,705165513.741911,445022776.62636,449514126.12403,800853435.112247,56994118.208344,9474019.309673,4491349.49767
449805202.087971,36751053.599935,668889495.404115,560923795.75288,570396229.55002,644998223.81064,705529977.47262,445313853.081721,449805202.087971,800959080.081205,60531753.66198,9472433.79714,4491349.00625
449448789.508909,36854348.599915,669165150.664248,561047843.07057,570493045.335093,652537797.224673,705908840.972313,444958120.966675,449448789.508909,801062288.320765,53371043.74764,9445202.264523,4490668.542234
449756231.666114,36958652.933227,669653973.287133,561326149.814918,570761042.97798,649629214.902514,706501890.05751,445265564.1053,449756231.666114,801166514.783077,56872675.154996,9434893.163062,4490667.560814
450548332.374051,37064217.266541,669861585.789767,561993978.949708,571411645.919559,646406498.720184,706814959.176458,446062783.664726,450548332.374051,801271971.399391,60408460.456274,9417666.969851,4485548.709325
450330155.300395,37170362.933187,670059702.285201,562080406.447616,571502399.97646,653754622.44036,707119159.658538,445844606.09107,450330155.300395,801378055.386037,53364537.218178,9421993.528844,4485549.209325
450339721.634466,37277053.599833,670191313.050258,561973477.091778,571380361.446121,650427232.073765,707357416.115241,445856936.937473,450339721.634466,801484701.077683,56930184.041476,9406884.354343,4482784.696993
450431465.741603,37382816.266437,670300281.187771,562279291.219897,571485842.785183,647104090.558731,707572105.799358,446131811.276046,450431465.741603,801590422.624287,60468015.240627,9206551.565286,4299654.465557
450447257.503818,37488614.016353,671019109.250591,558954387.012857,571742711.395749,654945917.415049,708396140.063249,443182103.778741,450447257.503818,801695628.825358,53450222.6482,12788324.382892,7265153.725077
450706187.992823,37597276.266353,671194338.726949,559291323.329047,572011266.41528,651608492.388515,708679967.479607,443508449.920876,450706187.992823,801804226.765358,57071475.091092,12719943.086233,7197738.071947
450490520.365595,37705067.099665,671375189.618312,559121550.115609,571830459.71571,648298984.112926,708968564.229282,443293525.913949,450490520.365595,801911972.62367,60669580.116356,12708909.600101,7196994.451646
450663017.211716,37811765.099665,671587208.115961,559569664.324559,572232784.138869,655589944.405753,709287228.298931,443471858.094441,450663017.211716,802018618.19567,53697283.893178,12663119.81431,7191159.117275
448305103.644575,37918883.099603,671792059.644357,560235075.247558,572845236.026376,652324580.053569,709599139.463265,441141127.52451,448305103.644575,802125677.831608,57274559.409696,12610160.778818,7163976.120065
448562229.829609,38025799.699603,672017845.932953,560479214.190727,573201852.368839,649086328.299477,709931771.320861,441398254.712384,448562229.829609,802232523.400608,60845443.021384,12722638.178112,7163975.117225
448746181.24014,38131466.032915,672205032.629239,560879539.20313,573597129.086963,656356354.027271,710219481.731831,441512632.254833,448746181.24014,802333047.115292,53863127.70456,12717589.883833,7233548.985307
449248153.128427,38231096.866171,672569932.941861,561252262.334778,573968706.400631,653455602.391339,710683363.299709,442015744.77388,449248153.128427,802432028.370548,57227760.90837,12716444.065853,7232408.354547
449899207.440506,38330982.532661,672813440.863501,561983952.673848,574611802.602801,650424435.190605,711026712.940839,442751011.205868,449899207.440506,802531870.090038,60602277.750234,12627849.928953,7148196.234638
450372414.436184,38430127.074287,672840875.514331,562685024.517456,575313665.536385,657738551.619578,711153261.807295,443225348.764695,450372414.436184,802630984.305664,53414710.187717,12628641.018929,7147065.671489
450974785.775528,38536340.740873,673011880.23457,563064780.621164,575693421.640093,654459270.482829,711430446.52712,443827720.104039,450974785.775528,802737164.30525,56971176.044291,12628641.018929,7147065.671489
452112642.682093,38644369.740859,673184200.144111,569071332.313413,575935248.147006,651133886.397487,711710759.199647,448064035.953833,452112642.682093,802845157.068236,60576872.80216,6863915.833593,4048606.72826
452395930.346834,38751006.740819,673226686.407796,569577218.340264,576456708.941541,658240645.774449,711859837.933392,448356978.624073,452395930.346834,802951749.538296,53619192.158943,6879490.601277,4038951.722761
453056036.379997,38860582.740819,673676499.339791,570264721.394005,577130673.520962,655152186.608889,712419202.661387,449030627.965136,453056036.379997,803061301.334296,57267016.052498,6865952.126957,4025408.414861
453307479.143233,38966937.740801,673781752.181191,570447337.390269,577315223.653595,651805875.06604,712630773.494769,449283636.475583,453307479.143233,803167619.326278,60824898.428729,6867886.263326,4023842.66765
453223649.726664,39076018.615781,673828063.688979,570560795.52735,577501862.376098,658886378.906531,712786128.098537,449135307.309015,453223649.726664,803276662.422258,53899749.192006,6941066.848748,4088342.417649
453751305.475446,39184469.015781,673850948.304696,571056081.525615,577990493.662218,655401758.176188,712917424.050254,449664074.317108,453751305.475446,803385073.758258,57515665.874066,6934412.136603,4087231.158338
452714244.272723,39293686.140781,673857514.719709,570125805.913242,576927025.361891,651873517.73246,713030592.648267,448687348.034731,452714244.272723,803491675.941258,61157074.915807,6801219.448649,4026896.237992
454513965.686742,39402612.607429,673893026.159456,570630253.581738,577558218.407614,659025841.982013,713174994.060662,450493045.343771,454513965.686742,803600565.913906,54149152.078649,6927964.825876,4020920.342971
454686316.587765,39509978.474035,673896914.879456,570718128.126079,577526498.923683,655549878.921513,713286214.200268,450739010.26048,454686316.587765,803707897.333512,57736335.278755,6808370.797604,3947306.327285
455132950.76698,39618257.807321,673929838.288133,571190219.482201,577943639.347326,652078960.455225,713427388.929231,451229365.145665,455132950.76698,803816148.653798,61348428.474006,6753419.865125,3903585.621315
455309087.801946,39726444.807279,673936637.988776,571722800.822084,578402736.781853,659192204.86285,713542347.616832,451383237.417409,455309087.801946,803924307.640756,54350142.753982,6679935.959769,3925850.384537
455570265.947307,39837351.540591,674018756.560301,571955098.072641,578624722.405529,655702062.176477,713735343.228669,451654734.572006,455570265.947307,804035184.681068,58033281.052192,6669624.332888,3915531.375301
455139343.742613,39949791.207225,674050766.197759,571520241.298261,578183542.593808,652120692.246884,713879736.203761,451231018.399736,455139343.742613,804147568.018702,61759043.956877,6663301.295547,3908325.342877
455734592.626652,40060439.207225,674130320.085155,572418811.500553,579051786.141955,658999925.557626,714069884.121157,451826783.120841,455734592.626652,804258162.048702,55069958.563531,6632974.641402,3907809.505811
455276915.342724,40172130.540537,674448436.270845,571949473.656898,578572795.108574,655723155.932945,714499633.301159,451373423.017285,455276915.342724,804369795.043014,58776477.368214,6623321.451676,3903492.325439
455100188.830742,40284489.540537,674614103.918524,571729972.083386,578311240.999656,652276144.224802,714777599.039838,451202994.882715,455100188.830742,804482093.134014,62501454.815036,6581268.91627,3897193.948027
455402601.663139,40396198.540503,674817410.121156,571987949.705982,578568822.701052,659505754.694549,715092559.758436,451505770.208296,455402601.663139,804593747.64998,55586805.063887,6580872.99507,3896831.454843
454823364.062375,40507817.540503,675009620.852817,570972424.860319,577552195.336002,656104955.754259,715396345.543097,450927540.84472,454823364.062375,804705322.70298,59291389.788838,6579770.475683,3895823.217655
454531559.045171,40618144.207155,675232854.896788,570453025.599828,577016270.470132,652769579.519604,715729770.55772,450628130.179399,454531559.045171,804815513.673632,62960191.038116,6563244.870304,3903428.865772
452661141.781735,40728275.623801,675536062.424224,568720845.82901,575343615.674647,660171801.355954,716142941.680802,448721051.61276,452661141.781735,804925477.269278,55971140.324848,6622769.845637,3940090.168975
452754413.008618,40838347.123761,676007666.9785,568786997.374045,575355015.403288,657093296.816193,716704018.569582,448857426.486655,452754413.008618,805014949.603782,59610721.753389,6568018.029243,3896986.521963
448397230.802354,40948518.790409,676208622.395266,564199195.584368,570764694.185002,653741112.875441,717003530.864967,444500291.781113,448397230.802354,805113506.482401,63262417.989526,6565498.600634,3896939.021241
450616965.874573,41056603.540347,676342860.650372,566207959.431493,572866467.717562,661072904.182791,717245514.498011,446640112.479426,450616965.874573,805221251.860339,56172610.31522,6658508.286069,3976853.395147
450514548.173496,41165902.540347,676820621.469826,566242230.676386,572800105.722189,658021089.548297,717832414.463465,446617859.834486,450514548.173496,805330391.006339,59811324.915168,6557875.045803,3896688.33901
450509960.905145,41274320.540347,676940303.821791,566253453.110176,572802581.575052,654632996.883445,718060393.25443,446613281.348975,450509960.905145,805438687.445339,63427396.370985,6549128.464876,3896679.55617
451276544.405927,41382908.581979,677040588.40943,567232759.147391,573804414.789027,661917065.178921,718269116.571581,447377689.130911,451276544.405927,805547126.174851,56352051.39266,6571655.641636,3898855.275016
450380344.568672,41490392.581979,677062537.507211,566270231.367959,572821922.77941,658453773.365406,718398441.436362,446481272.411936,450380344.568672,805654501.941851,59944668.070956,6551691.411451,3899072.156736
450730545.686517,41596853.581939,677115225.450598,566736016.653188,573206274.524567,655050017.514266,718557475.618709,446912906.631569,450730545.686517,805760848.180811,63507458.104443,6470257.871379,3817639.054948
449831080.458853,41703178.331899,677139054.565134,565796751.920945,572537932.558879,662372741.294771,718687509.655205,445933150.831008,449831080.458853,805867053.102771,56314768.360434,6741180.637934,3897929.627845
450082985.381722,41809784.665121,677190985.116884,565960116.759233,572701566.080455,658966389.38637,718845947.338177,446184787.070589,450082985.381722,805973560.233993,59879557.951807,6741449.321222,3898198.311133
450149166.546508,41917981.623413,677297340.861179,566006878.876772,572746011.399309,655573787.451429,719060427.823764,446253284.246036,450149166.546508,806081684.975285,63486640.372335,6739132.522537,3895882.300472
450348865.483738,42026246.581665,677338478.285039,566407465.399213,573133308.644458,662868655.575816,719209734.020239,446448661.752179,450348865.483738,806189853.7479,56341078.444423,6725843.245245,3900203.731559
450320516.765876,42133982.914935,677626515.37051,566442135.014813,573055813.54872,659665077.77446,719605422.11498,446532476.264655,450320516.765876,806297504.75717,59940344.34052,6613678.533907,3788040.501221
450564918.385684,42245277.039915,677699577.005326,566687707.29425,573301135.745214,656156421.249468,719789698.718776,446776867.884463,450564918.385684,806408719.72615,63633277.469308,6613428.450964,3788050.501221
451043913.621379,42355117.373227,677702811.309266,567368142.716564,574006932.475274,663348245.35342,719902659.625844,447271288.106003,451043913.621379,806518446.329278,56554414.272424,6638789.75871,3772625.515376
451837331.051591,42465220.039851,677715205.283329,568339754.741059,574786761.692578,659805419.56683,720025079.166531,448236957.308483,451837331.051591,806628471.895902,60219659.599701,6447006.951519,3600373.743108
451942898.128655,42576296.373163,677736898.13135,568431220.268948,574877738.095795,656248023.752357,720157770.990864,448342524.385547,451942898.128655,806739470.872214,63909747.238507,6446517.826847,3600373.743108
452208185.517256,42685478.498143,677770397.48546,568917367.24451,575269693.307753,663420549.251056,720300382.308954,448702891.869909,452208185.517256,806848582.836194,56879833.057898,6352326.063243,3505293.647347
452320773.000837,42797182.831455,677784510.704344,569040041.337872,575389040.822463,659841130.700049,720426142.80715,448819614.778852,452320773.000837,806960230.115506,60585012.107101,6348999.484591,3501158.221985
452256881.865556,42908115.498101,677997553.259481,569168390.577595,575540002.266646,667134447.667975,720749996.012933,448740822.386092,452256881.865556,807071040.766152,53615548.344958,6371611.689051,3516059.479464
452544064.946251,43019006.498101,678316165.463298,569442770.67518,575784725.505353,663879221.814927,721179431.36875,449042821.124416,452544064.946251,807181863.918152,57300209.553823,6341954.830173,3501243.821835
452661074.603068,43129768.498083,678380613.322147,569574403.039809,575895099.694798,660370990.831921,721354574.921581,449179285.284549,452661074.603068,807292559.612134,60983584.08966,6320696.654989,3481789.318519
452679934.37915,43240987.039729,678390843.791409,569799490.593118,576140276.203331,667438256.51694,721475958.654489,449200504.580163,452679934.37915,807403712.87578,54037702.137549,6340785.610213,3479429.798987
453288700.071035,43353900.039729,678414107.590159,569961325.702494,576301499.001538,663835974.598418,721612069.918239,449809765.066839,453288700.071035,807516560.34078,57776095.319821,6340173.299044,3478935.004196
453295919.92388,43466062.373041,678453309.047437,570033851.292016,576365805.301557,660267434.155502,721763374.341829,449817256.852732,453295919.92388,807628663.307092,61495940.186327,6331954.009541,3478663.071148
453383222.363731,43567561.306208,678480620.128905,570327677.510486,576684628.793352,667633367.936688,721892117.980461,449897951.453204,453383222.363731,807730095.864256,54258750.043773,6356951.282866,3485270.910527
453941196.692416,43667052.556028,678604757.478325,573714389.016649,576926915.728615,664494631.018097,722115665.881701,453011142.721935,453941196.692416,807829506.416076,57621034.863604,3212526.711966,930053.970481
453609769.429096,43770814.805956,678657639.820605,573365497.635265,576580023.345811,661163168.298069,722272225.406909,452677715.458615,453609769.429096,807933183.599004,61109057.10884,3214525.710546,932053.970481
453560985.901449,43879320.555936,678670398.282743,573529017.096914,576833521.629279,668347052.008707,722393419.201027,452610224.82999,453560985.901449,808041618.930984,54046367.19232,3304504.532365,950761.071459
454168328.369793,43989142.889208,678705548.833921,574608249.49065,577882635.727573,664837093.012094,722538316.270477,453226254.546837,454168328.369793,808151365.449256,57701223.258383,3274386.236923,942073.822956
456111983.570619,44101784.555856,678745662.607761,576443617.473382,579743369.975292,661261268.494101,722691008.819965,455138111.747663,456111983.570619,808263944.224904,61429740.325864,3299752.50191,973871.822956
456576974.951181,44209112.305796,678747771.460361,576573226.59776,579952467.047257,668504699.122686,722800349.166302,455566295.155286,456576974.951181,808371175.718641,54295650.043616,3379240.449497,1010679.795895
456498214.529309,44319978.305796,678778596.004603,576539270.879295,580002484.113272,664965209.970588,722941971.862544,455507534.733414,456498214.529309,808481973.870641,57976761.891956,3463213.233977,990679.795895
456669534.984961,44428961.305796,678789119.9266,576859810.512172,580302894.61849,661455263.841918,723061397.058541,455678855.189066,456669534.984961,808590875.144641,61606133.216623,3443084.106318,990679.795895
456763517.455448,44536126.305734,678823084.78826,577557170.227007,580921312.14632,668751347.02642,723202447.439854,455859754.399713,456763517.455448,808697960.664294,54451100.413434,3364141.919313,903763.055735
456286956.334846,44646684.430734,678853508.362355,577361149.649109,580708876.992197,665214586.006037,723343358.463949,455384668.610127,456286956.334846,808808448.114294,58128772.457912,3347727.343088,902287.724719
457582023.639764,44755744.430734,678886262.062372,577458653.177737,580580457.71027,661715686.498493,723485105.825966,456679735.915045,457582023.639764,808917441.776294,61769419.327473,3121804.532533,902287.724719
457103911.903739,44867114.639046,678896812.062372,577225906.559087,580377894.992052,668879123.902119,723606974.302278,456201624.17902,457103911.903739,809028760.252606,54727850.400159,3151988.432965,902287.724719
456938512.068263,44980001.639046,678910244.326697,577157211.452491,580308845.039969,665266873.978386,723733219.504603,456036579.189031,456938512.068263,809141573.190606,58466345.526217,3151633.587478,901932.879232
456889460.133666,45090685.639004,678935775.134162,577095421.394975,580247058.713384,661724472.482495,723869376.744026,455987527.254434,456889460.133666,809252199.622564,62144904.261531,3151637.318409,901932.879232
456750764.090564,45201813.639004,678966327.440932,577177207.784719,580382195.320335,668926233.778367,724010976.543796,455830574.612721,456750764.090564,809363247.115564,55084742.765429,3204987.535616,920189.477843
457034842.293082,45313646.139004,679010788.619169,577497693.81542,580629762.784228,665372731.325899,724167200.318033,456132650.780639,457034842.293082,809475009.711564,58794468.992134,3132068.968808,902191.512443
458759074.421967,45425141.472316,679045023.507475,579394538.383862,582515767.405,661817824.048645,724312848.042651,457856886.551524,458759074.421967,809586422.547876,62495023.994006,3121229.021138,902187.870443
458771093.751199,45537995.222316,679197324.299316,579400490.361327,582849419.489321,668794341.849485,724577939.619492,457671464.655536,458771093.751199,809699213.332876,55783597.770007,3448929.127994,1099629.095663
459530613.718796,45650585.222316,679223879.296092,579464497.907435,582912495.664315,665201653.79813,724716982.587268,458430990.113701,459530613.718796,809811701.303876,59515328.789138,3447997.75688,1099623.605095
459584693.597966,45763794.888962,679316941.289878,579556209.62291,583004208.465031,661661455.23254,724923211.5857,458485069.992871,459584693.597966,809924868.308522,63261756.35316,3447998.842121,1099623.605095
459894969.724254,45876247.097274,679386554.502881,579951306.464253,583539395.180691,668819573.752238,725105186.918746,458741463.385968,459894969.724254,810037230.428565,56285613.166508,3588088.716438,1153506.338286
458295096.125708,45989011.430586,679575039.679158,577818539.103003,581348376.420633,665384738.924192,725406229.798335,457141641.918958,458295096.125708,810149788.131877,60021490.874143,3529837.31763,1153454.20675
456352163.270905,46101304.430586,679644476.549925,575893736.326666,579374019.318931,661842109.876697,725587679.539102,455237644.276839,456352163.270905,810261801.001877,63745569.662405,3480282.992265,1114518.994066
457324321.788452,46212854.305586,679668129.186075,576889943.144698,580575002.003548,668938854.630822,725722757.075829,456008495.236286,457324321.788452,810373225.902454,56783902.445007,3685058.85885,1315826.552166
457089574.991212,46322678.638902,679681057.855365,576585737.236791,580253498.737525,665411926.616368,725845433.749435,455780958.326206,457089574.991212,810482973.90677,60433507.133067,3667761.500734,1308616.665006
457179966.462914,46435997.638902,679689538.962389,576682209.739297,580349984.938611,661783989.29753,725967173.461459,455871350.799328,457179966.462914,810596232.51177,64183184.163929,3667775.199314,1308615.663586
457295386.654492,46547996.222214,679729729.178171,577086926.477104,580736449.813814,668960773.811451,726119293.575553,455992286.36803,457295386.654492,810708162.410082,57158519.764102,3649523.33671,1303100.286462
457269721.038506,46661246.222214,679758434.349669,577117118.939679,580682393.563709,665354341.47854,726261189.501051,456050869.464724,457269721.038506,810821353.164082,60906848.022511,3565274.62403,1218851.573782
457531149.437134,46773924.305526,679840699.143669,577791226.73863,581169277.013865,672566803.326378,726456040.497363,456300909.626285,457531149.437134,810933939.366394,53889237.170985,3378050.275235,1230239.810849
457526565.844116,46887344.305526,679871477.041892,578069662.390861,581169788.472165,668957888.455552,726600173.596586,456454601.645863,457526565.844116,811047294.567394,57642285.141034,3100126.081304,1071964.198253
457761659.584586,47000361.305526,679912779.249273,578316706.174534,581356369.321682,665369361.965696,726754430.352967,456738963.2717,457761659.584586,811160249.116394,61385068.387271,3039663.147148,1022696.312886
457873845.826893,47112815.972172,679968134.238953,578510335.50738,581570555.0026,672565094.590434,726922140.929236,456848941.532589,457873845.826893,811272604.702983,54357046.338802,3060219.49522,1024904.294304
457905576.528505,47225694.972172,679971943.137451,578509210.625949,581569430.121169,668942466.909776,727038769.974734,456880672.234201,457905576.528505,811385424.849983,58096303.064958,3060219.49522,1024904.294304
457235580.289656,47337482.972152,679980258.560689,578521193.200099,581538783.507779,665353991.460346,727158821.226952,456212726.145264,457235580.289656,811497160.678963,61804829.766606,3017590.30768,1022854.144392
457473926.637642,47447906.972152,680013199.643348,579105106.160853,582132824.964987,672592680.755963,727302140.820611,456451072.49325,457473926.637642,811607539.189963,54709460.064648,3027718.804134,1022854.144392
457262006.158057,47560090.305464,680027232.980922,578878612.031058,581905760.883934,668998079.653684,727428308.404497,456239152.013665,457262006.158057,811719673.436275,58430228.750813,3027148.852876,1022854.144392
457991903.73529,47672236.305464,680029381.730922,579601120.34772,582628269.197756,665392212.040154,727542527.853497,456969050.592318,457991903.73529,811831744.135275,62150315.813343,3027148.850036,1022853.142972
457959462.506532,47783219.180464,680102217.450319,579970698.68838,583024361.560799,672657408.386263,727726197.130894,456928954.634402,457959462.506532,811942577.693275,55068788.744631,3053662.872419,1030507.87213
